task_type,query,GT_data_type,PRED_data_type,raw_output,parsed_output
data_type,请分享MARIPOSA最新的临床数据,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-00d21dcc9782418d92afafd3882be031"", ""object"": ""chat.completion"", ""created"": 1781079709, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 99, ""completion_tokens"": 5, ""total_tokens"": 104}}}","{""data_type"": """"}"
data_type,日本胃癌最新版指南与上版指南区别？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8f1bfd3cc9d4478e8a9aa03326f4c75a"", ""object"": ""chat.completion"", ""created"": 1781079709, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 5, ""total_tokens"": 105}}}","{""data_type"": """"}"
data_type,双相情感障碍指南,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e7f0234a9c024d72baeb491c866e1ef9"", ""object"": ""chat.completion"", ""created"": 1781079710, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 5, ""total_tokens"": 100}}}","{""data_type"": """"}"
data_type,AI辅助学术写作自我效能感量表（SE‑AI‑L2AWS）及相关AI自我效能感评估工具的中文版量表及其信效度研究,观察性研究,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2ddbccb84b2a4086ae1a0155d6d7e0ec"", ""object"": ""chat.completion"", ""created"": 1781079710, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 121, ""completion_tokens"": 5, ""total_tokens"": 126}}}","{""data_type"": """"}"
data_type,龚建平教授发表的rct研究最终结论是什么,RCT,RCT,"{""data"": {""result"": ""{\""data_type\"":\""RCT\""}""}, ""raw_openai"": {""id"": ""chatcmpl-904b49a686b14974b947de31001e4014"", ""object"": ""chat.completion"", ""created"": 1781079711, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""RCT\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 6, ""total_tokens"": 106}}}","{""data_type"": ""RCT""}"
data_type,GPIIb-IIIa 拮抗剂 Zalunfiban 与 P2Y12拮抗剂 Selatogrel 的机制对比,基础研究,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-96a3892bc5ff42e1805642d1defef313"", ""object"": ""chat.completion"", ""created"": 1781079711, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 125, ""completion_tokens"": 5, ""total_tokens"": 130}}}","{""data_type"": """"}"
data_type,2023年发表的低剂量他莫昔芬预防乳腺导管内增生性病变复发的研究有哪些？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-eb75ee3b4d2846db876bfbf02471679c"", ""object"": ""chat.completion"", ""created"": 1781079711, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 114, ""completion_tokens"": 5, ""total_tokens"": 119}}}","{""data_type"": """"}"
data_type,五十岁男性，体检发现低位直肠癌伴单发额叶脑转移，无脑外转移，在影响因子大于5的文献中使用的治疗方案是什么？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e3150fadf316407dae003366c616e63e"", ""object"": ""chat.completion"", ""created"": 1781079712, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 123, ""completion_tokens"": 5, ""total_tokens"": 128}}}","{""data_type"": """"}"
data_type,ESMO大会发表了哪些尿路上皮癌研究？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bc9eaaf76d02495395bda1c65cab035b"", ""object"": ""chat.completion"", ""created"": 1781079712, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 5, ""total_tokens"": 106}}}","{""data_type"": """"}"
data_type,ANSWER研究中，人血白蛋白长期应用于失代偿期肝硬化，死亡风险降低多少？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-707dfd30411a408a861d6a3d6d37f4b9"", ""object"": ""chat.completion"", ""created"": 1781079713, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 111, ""completion_tokens"": 5, ""total_tokens"": 116}}}","{""data_type"": """"}"
data_type,胃癌手术时脾门淋巴结清扫的适应症是什么？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bb9453970128430e93bc796ef4d2beb2"", ""object"": ""chat.completion"", ""created"": 1781079713, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 5, ""total_tokens"": 106}}}","{""data_type"": """"}"
data_type,肿瘤患者多病共存干预研究,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-1c1922bbccfa42b1b59e8392100b4a66"", ""object"": ""chat.completion"", ""created"": 1781079714, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 5, ""total_tokens"": 102}}}","{""data_type"": """"}"
data_type,你好，请帮忙查询10篇关于皮肤护理的病例报道,病例系列/病例报告,病例系列/病例报告,"{""data"": {""result"": ""{\""data_type\"":\""病例系列/病例报告\""}""}, ""raw_openai"": {""id"": ""chatcmpl-71294ef1e8d34949b44ed79c336a5f66"", ""object"": ""chat.completion"", ""created"": 1781079715, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""病例系列/病例报告\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 104, ""completion_tokens"": 10, ""total_tokens"": 114}}}","{""data_type"": ""病例系列/病例报告""}"
data_type,Faricimab Ozurdex 难治性DME 真实世界 疗效 安全性 系统评价/Meta分析 近5年,Meta分析/系统性综述,Meta分析/系统性综述,"{""data"": {""result"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6df950d28dfc4263ad4be4bc10a82aca"", ""object"": ""chat.completion"", ""created"": 1781079715, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 120, ""completion_tokens"": 10, ""total_tokens"": 130}}}","{""data_type"": ""Meta分析/系统性综述""}"
data_type,c-kit 9突变的胃间质瘤术后辅助治疗是否需要加大伊马替尼剂量?,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c511403de5f7445c8bbb0a2c993c0da5"", ""object"": ""chat.completion"", ""created"": 1781079716, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 110, ""completion_tokens"": 5, ""total_tokens"": 115}}}","{""data_type"": """"}"
data_type,tatme在临床的普及率是多少？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-1c1741a1bbcd41b0b466d05ca7e2b064"", ""object"": ""chat.completion"", ""created"": 1781079716, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 99, ""completion_tokens"": 5, ""total_tokens"": 104}}}","{""data_type"": """"}"
data_type,托伐普坦治疗肝硬化难治性腹水，看到指南提到使用托伐普坦一般不超过几天,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f54677f2422b4196aa27ff456808c3ec"", ""object"": ""chat.completion"", ""created"": 1781079717, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 113, ""completion_tokens"": 5, ""total_tokens"": 118}}}","{""data_type"": """"}"
data_type,艾司奥美拉唑镁在使用中应注意什么？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2fbf15fc5084495981ea2253db980643"", ""object"": ""chat.completion"", ""created"": 1781079717, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 5, ""total_tokens"": 107}}}","{""data_type"": """"}"
data_type,DW-MRS的高质量综述文章(IF >= 3.0),综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a528fe43bf2243589ec29a9fe36355ee"", ""object"": ""chat.completion"", ""created"": 1781079718, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 103, ""completion_tokens"": 6, ""total_tokens"": 109}}}","{""data_type"": ""综述""}"
data_type,CACA指南对于结直肠癌肝转移的治疗方案如何推荐？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-808101421f2a498c8a06e65b5ec7e9aa"", ""object"": ""chat.completion"", ""created"": 1781079718, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 103, ""completion_tokens"": 5, ""total_tokens"": 108}}}","{""data_type"": """"}"
data_type,在慢性疼痛与失眠并存的患者中，早期并行认知行为疗法（CBT-I）与疼痛康复治疗的联合干预，对改善疼痛强度、睡眠质量及整体生活质量的长期有效性，近5年的随机对照试验（RCT）与系统评价/荟萃分析有何证据？,Meta分析/系统性综述,Meta分析/系统性综述,"{""data"": {""result"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e50eca3037204b6b8418915c5133bf59"", ""object"": ""chat.completion"", ""created"": 1781079719, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 147, ""completion_tokens"": 10, ""total_tokens"": 157}}}","{""data_type"": ""Meta分析/系统性综述""}"
data_type,IgG4-RD是什么？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-171ef48a57094d13a5277e378513c037"", ""object"": ""chat.completion"", ""created"": 1781079719, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 5, ""total_tokens"": 102}}}","{""data_type"": """"}"
data_type,阿可替尼在复发难治MCL的III期和II期研究,RCT,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-274c751b84144f33af5c3dea582fe065"", ""object"": ""chat.completion"", ""created"": 1781079720, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 105, ""completion_tokens"": 5, ""total_tokens"": 110}}}","{""data_type"": """"}"
data_type,肌少症队列研究中，观察多长时间可出现肌少结局,观察性研究,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-d161604ea41541be997339fd1d9371a5"", ""object"": ""chat.completion"", ""created"": 1781079720, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 103, ""completion_tokens"": 5, ""total_tokens"": 108}}}","{""data_type"": """"}"
