task_type,query,GT_topics,GT_keywords,PRED_topics,PRED_keywords,raw_output,parsed_output
topic和keywords,肝内胆管癌患者血脂异常比例和普通人血脂异常比例如何,肝内胆管癌,血脂异常比例,肝内胆管癌,"血脂异常, 血脂异常比例, 对比","{""data"": {""result"": ""{\""topics\"":\""肝内胆管癌\"",\""keywords\"":\""血脂异常, 血脂异常比例, 对比\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3ba9d6ecaae84646b4fb77c34a3268d0"", ""object"": ""chat.completion"", ""created"": 1781077952, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""肝内胆管癌\"",\""keywords\"":\""血脂异常, 血脂异常比例, 对比\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 21, ""total_tokens"": 110}}}","{""topics"": ""肝内胆管癌"", ""keywords"": ""血脂异常, 血脂异常比例, 对比""}"
topic和keywords,血清和血浆的区别,血清；血浆,区别,"血清, 血浆",区别,"{""data"": {""result"": ""{\""topics\"":\""血清, 血浆\"",\""keywords\"":\""区别\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2aafae8fbd2946c7a3ef54d20d0f99bf"", ""object"": ""chat.completion"", ""created"": 1781077952, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""血清, 血浆\"",\""keywords\"":\""区别\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 79, ""completion_tokens"": 12, ""total_tokens"": 91}}}","{""topics"": ""血清, 血浆"", ""keywords"": ""区别""}"
topic和keywords,"CDK4/6 Inhibitor Resistance in Hormone Receptor-Positive Metastatic Breast Cancer: Translational Research, Clinical Trials, and Future Directions这篇综述讲了什么",Breast Cancer,激素受体阳性；转移性；CDK4/6 抑制剂；耐药,CDK4/6 Inhibitor Resistance,"Hormone Receptor-Positive Metastatic Breast Cancer, Translational Research, Clinical Trials, Future Directions","{""data"": {""result"": ""{\""topics\"":\""CDK4/6 Inhibitor Resistance\"",\""keywords\"":\""Hormone Receptor-Positive Metastatic Breast Cancer, Translational Research, Clinical Trials, Future Directions\""}""}, ""raw_openai"": {""id"": ""chatcmpl-834cc9f0a45d4938943413c458e97660"", ""object"": ""chat.completion"", ""created"": 1781077953, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""CDK4/6 Inhibitor Resistance\"",\""keywords\"":\""Hormone Receptor-Positive Metastatic Breast Cancer, Translational Research, Clinical Trials, Future Directions\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 112, ""completion_tokens"": 39, ""total_tokens"": 151}}}","{""topics"": ""CDK4/6 Inhibitor Resistance"", ""keywords"": ""Hormone Receptor-Positive Metastatic Breast Cancer, Translational Research, Clinical Trials, Future Directions""}"
topic和keywords,allergic rhinitis近三年的流行病学研究结果,allergic rhinitis,流行病学,Allergic rhinitis,"Epidemiology, Last 3 years","{""data"": {""result"": ""{\""topics\"":\""Allergic rhinitis\"",\""keywords\"":\""Epidemiology, Last 3 years\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9a41337bc9a04247b8af00e8de8879b2"", ""object"": ""chat.completion"", ""created"": 1781077954, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""Allergic rhinitis\"",\""keywords\"":\""Epidemiology, Last 3 years\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 21, ""total_tokens"": 106}}}","{""topics"": ""Allergic rhinitis"", ""keywords"": ""Epidemiology, Last 3 years""}"
topic和keywords,转氨酶4100，铁蛋白18000，肝损伤，急性胆囊炎，口干，疑似病毒感染的病因诊断,,,急性胆囊炎,"转氨酶升高, 铁蛋白升高, 肝损伤, 口干, 病毒感染, 病因诊断","{""data"": {""result"": ""{\""topics\"":\""急性胆囊炎\"",\""keywords\"":\""转氨酶升高, 铁蛋白升高, 肝损伤, 口干, 病毒感染, 病因诊断\""}""}, ""raw_openai"": {""id"": ""chatcmpl-24e25ba9f8f145cb821ab243121ad395"", ""object"": ""chat.completion"", ""created"": 1781077954, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""急性胆囊炎\"",\""keywords\"":\""转氨酶升高, 铁蛋白升高, 肝损伤, 口干, 病毒感染, 病因诊断\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 105, ""completion_tokens"": 33, ""total_tokens"": 138}}}","{""topics"": ""急性胆囊炎"", ""keywords"": ""转氨酶升高, 铁蛋白升高, 肝损伤, 口干, 病毒感染, 病因诊断""}"
topic和keywords,关于胃瘫相关指南和共识,胃瘫,指南；共识,胃瘫,"相关指南, 共识","{""data"": {""result"": ""{\""topics\"":\""胃瘫\"",\""keywords\"":\""相关指南, 共识\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f27fa5fca7fd40f7a020993b60f7a091"", ""object"": ""chat.completion"", ""created"": 1781077955, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""胃瘫\"",\""keywords\"":\""相关指南, 共识\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 82, ""completion_tokens"": 14, ""total_tokens"": 96}}}","{""topics"": ""胃瘫"", ""keywords"": ""相关指南, 共识""}"
topic和keywords,泌尿系念珠菌定值患者尿常规检查中是否可见酵母菌,,,泌尿系念珠菌,"定值, 患者, 尿常规检查, 酵母菌","{""data"": {""result"": ""{\""topics\"":\""泌尿系念珠菌\"",\""keywords\"":\""定值, 患者, 尿常规检查, 酵母菌\""}""}, ""raw_openai"": {""id"": ""chatcmpl-04d5a156ff0c435cba928eedd3f2044c"", ""object"": ""chat.completion"", ""created"": 1781077956, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""泌尿系念珠菌\"",\""keywords\"":\""定值, 患者, 尿常规检查, 酵母菌\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 91, ""completion_tokens"": 26, ""total_tokens"": 117}}}","{""topics"": ""泌尿系念珠菌"", ""keywords"": ""定值, 患者, 尿常规检查, 酵母菌""}"
topic和keywords,请问从肿瘤微环境申报课题有哪些方向？,肿瘤微环境,申报课题,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f8664ef120b841d5b5f8ded5be31f030"", ""object"": ""chat.completion"", ""created"": 1781077956, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 6, ""total_tokens"": 91}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,护理实习生对老年护理临床实习环境的评价与从事老年护理工作意愿的相关性研究,,,老年护理,"护理实习生, 临床实习环境, 评价, 意愿, 相关性","{""data"": {""result"": ""{\""topics\"":\""老年护理\"",\""keywords\"":\""护理实习生, 临床实习环境, 评价, 意愿, 相关性\""}""}, ""raw_openai"": {""id"": ""chatcmpl-86d3e32ba2f241fda802ad23515c40ce"", ""object"": ""chat.completion"", ""created"": 1781077956, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""老年护理\"",\""keywords\"":\""护理实习生, 临床实习环境, 评价, 意愿, 相关性\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 92, ""completion_tokens"": 25, ""total_tokens"": 117}}}","{""topics"": ""老年护理"", ""keywords"": ""护理实习生, 临床实习环境, 评价, 意愿, 相关性""}"
topic和keywords,最近五年内 关于 DME 康柏西普 临床研究 实验框架 入组排除标准 访视流程 影像学检查方案 疗效评估指标 数据管理 统计分析计划 的研究方案或临床试验报告,,,DME (糖尿病黄斑水肿),"康柏西普, 临床研究, 实验框架, 入组排除标准, 访视流程, 影像学检查方案, 疗效评估指标, 数据管理, 统计分析计划, 临床试验报告, 最近五年","{""data"": {""result"": ""{\""topics\"":\""DME (糖尿病黄斑水肿)\"",\""keywords\"":\""康柏西普, 临床研究, 实验框架, 入组排除标准, 访视流程, 影像学检查方案, 疗效评估指标, 数据管理, 统计分析计划, 临床试验报告, 最近五年\""}""}, ""raw_openai"": {""id"": ""chatcmpl-18f05f5a28d343e8acf56154cc933e45"", ""object"": ""chat.completion"", ""created"": 1781077958, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""DME (糖尿病黄斑水肿)\"",\""keywords\"":\""康柏西普, 临床研究, 实验框架, 入组排除标准, 访视流程, 影像学检查方案, 疗效评估指标, 数据管理, 统计分析计划, 临床试验报告, 最近五年\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 121, ""completion_tokens"": 62, ""total_tokens"": 183}}}","{""topics"": ""DME (糖尿病黄斑水肿)"", ""keywords"": ""康柏西普, 临床研究, 实验框架, 入组排除标准, 访视流程, 影像学检查方案, 疗效评估指标, 数据管理, 统计分析计划, 临床试验报告, 最近五年""}"
topic和keywords,2023年ESMO年会有哪些值得关注的研究？,ESMO年会,研究,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2c0fbe5526d54e988aa5d161f49e7248"", ""object"": ""chat.completion"", ""created"": 1781077958, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 6, ""total_tokens"": 95}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,总结一下Miracle临床研究的最新结果,Miracle临床研究,结果,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6615b69cdf4e4fa6a66542dda074bfba"", ""object"": ""chat.completion"", ""created"": 1781077958, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 82, ""completion_tokens"": 6, ""total_tokens"": 88}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,脂肪肝或血脂异常进展到肝癌的机制研究现状,肝癌,脂肪肝；血脂异常；机制,"脂肪肝, 血脂异常, 肝癌","机制研究, 进展, 现状","{""data"": {""result"": ""{\""topics\"":\""脂肪肝, 血脂异常, 肝癌\"",\""keywords\"":\""机制研究, 进展, 现状\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6989075f98ea426f965bb1f349508d04"", ""object"": ""chat.completion"", ""created"": 1781077959, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""脂肪肝, 血脂异常, 肝癌\"",\""keywords\"":\""机制研究, 进展, 现状\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 23, ""total_tokens"": 109}}}","{""topics"": ""脂肪肝, 血脂异常, 肝癌"", ""keywords"": ""机制研究, 进展, 现状""}"
topic和keywords,慢性淋巴细胞白血病（CLL）治疗的NCCN指南推荐,,,慢性淋巴细胞白血病 (CLL),"治疗, NCCN, 推荐","{""data"": {""result"": ""{\""topics\"":\""慢性淋巴细胞白血病 (CLL)\"",\""keywords\"":\""治疗, NCCN, 推荐\""}""}, ""raw_openai"": {""id"": ""chatcmpl-98f6589ac94a473984f468782512d74e"", ""object"": ""chat.completion"", ""created"": 1781077960, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""慢性淋巴细胞白血病 (CLL)\"",\""keywords\"":\""治疗, NCCN, 推荐\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 21, ""total_tokens"": 109}}}","{""topics"": ""慢性淋巴细胞白血病 (CLL)"", ""keywords"": ""治疗, NCCN, 推荐""}"
topic和keywords,2023年欧洲感染性心内膜炎诊治指南有哪些更新,心内膜炎,指南更新,感染性心内膜炎,"诊治指南, 2023年, 更新","{""data"": {""result"": ""{\""topics\"":\""感染性心内膜炎\"",\""keywords\"":\""诊治指南, 2023年, 更新\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bc754a0ded1046abaffa3f5d19a35795"", ""object"": ""chat.completion"", ""created"": 1781077960, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""感染性心内膜炎\"",\""keywords\"":\""诊治指南, 2023年, 更新\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 90, ""completion_tokens"": 24, ""total_tokens"": 114}}}","{""topics"": ""感染性心内膜炎"", ""keywords"": ""诊治指南, 2023年, 更新""}"
topic和keywords,幽门螺杆菌感染的治疗方法有哪些？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6098965ae3d847549440c9d8d34f3ca7"", ""object"": ""chat.completion"", ""created"": 1781077960, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 82, ""completion_tokens"": 6, ""total_tokens"": 88}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,恩格列净的适应症是什么？,恩格列净,适应症,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6293bdf798bf41feba4f9a7db4dd50bd"", ""object"": ""chat.completion"", ""created"": 1781077961, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 83, ""completion_tokens"": 6, ""total_tokens"": 89}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,2024 IDSA Guidance on the Treatment of Antimicrobial-Resistant Gram-Negative Infections full text,,,Antimicrobial-Resistant Gram-Negative Infections,"2024, IDSA, Treatment, Full text","{""data"": {""result"": ""{\""topics\"":\""Antimicrobial-Resistant Gram-Negative Infections\"",\""keywords\"":\""2024, IDSA, Treatment, Full text\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b02a9ce4f33146cba12f476dda4d6d9c"", ""object"": ""chat.completion"", ""created"": 1781077961, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""Antimicrobial-Resistant Gram-Negative Infections\"",\""keywords\"":\""2024, IDSA, Treatment, Full text\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 99, ""completion_tokens"": 30, ""total_tokens"": 129}}}","{""topics"": ""Antimicrobial-Resistant Gram-Negative Infections"", ""keywords"": ""2024, IDSA, Treatment, Full text""}"
topic和keywords,不适合移植的套细胞淋巴瘤患者有哪些一线治疗选择?,套细胞淋巴瘤,不适合移植；一线治疗,套细胞淋巴瘤 (Mantle Cell Lymphoma),"不适合移植, 一线治疗, 选择","{""data"": {""result"": ""{\""topics\"":\""套细胞淋巴瘤 (Mantle Cell Lymphoma)\"",\""keywords\"":\""不适合移植, 一线治疗, 选择\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c8e3d54f350b41888113559752900fed"", ""object"": ""chat.completion"", ""created"": 1781077962, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""套细胞淋巴瘤 (Mantle Cell Lymphoma)\"",\""keywords\"":\""不适合移植, 一线治疗, 选择\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 27, ""total_tokens"": 114}}}","{""topics"": ""套细胞淋巴瘤 (Mantle Cell Lymphoma)"", ""keywords"": ""不适合移植, 一线治疗, 选择""}"
topic和keywords,重症监护室护士情绪相关研究：共情疲劳、心理弹性及情绪弹性疗法干预效果的文献检索,,,重症监护室护士情绪,"共情疲劳, 心理弹性, 情绪弹性疗法, 干预效果, 文献检索","{""data"": {""result"": ""{\""topics\"":\""重症监护室护士情绪\"",\""keywords\"":\""共情疲劳, 心理弹性, 情绪弹性疗法, 干预效果, 文献检索\""}""}, ""raw_openai"": {""id"": ""chatcmpl-aa540cfe78c441aebac018d34f07f0b9"", ""object"": ""chat.completion"", ""created"": 1781077963, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""重症监护室护士情绪\"",\""keywords\"":\""共情疲劳, 心理弹性, 情绪弹性疗法, 干预效果, 文献检索\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 32, ""total_tokens"": 129}}}","{""topics"": ""重症监护室护士情绪"", ""keywords"": ""共情疲劳, 心理弹性, 情绪弹性疗法, 干预效果, 文献检索""}"
topic和keywords,以“高原环境下血栓形成机制研究进展”为题写一篇综述,血栓形成,高原环境；机制；研究进展,"高原环境, 血栓形成","机制研究, 进展, 综述","{""data"": {""result"": ""{\""topics\"":\""高原环境, 血栓形成\"",\""keywords\"":\""机制研究, 进展, 综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-40b343a1c8934c5f81860e6341341a0f"", ""object"": ""chat.completion"", ""created"": 1781077963, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""高原环境, 血栓形成\"",\""keywords\"":\""机制研究, 进展, 综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 21, ""total_tokens"": 109}}}","{""topics"": ""高原环境, 血栓形成"", ""keywords"": ""机制研究, 进展, 综述""}"
topic和keywords,Staphylococcus aureus clones causing osteomyelitis: a literature review (2000-2020).全文,骨髓炎；金黄色葡萄球菌,,"Staphylococcus aureus, Osteomyelitis","Clones, Literature Review, 2000-2020","{""data"": {""result"": ""{\""topics\"":\""Staphylococcus aureus, Osteomyelitis\"",\""keywords\"":\""Clones, Literature Review, 2000-2020\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f667e1324bbb4298b9ffead957558a66"", ""object"": ""chat.completion"", ""created"": 1781077964, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""Staphylococcus aureus, Osteomyelitis\"",\""keywords\"":\""Clones, Literature Review, 2000-2020\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 104, ""completion_tokens"": 35, ""total_tokens"": 139}}}","{""topics"": ""Staphylococcus aureus, Osteomyelitis"", ""keywords"": ""Clones, Literature Review, 2000-2020""}"
topic和keywords,Hans Clevers近期研究成果,Hans Clevers,研究成果,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7c19376f2120416683c6044d55f67976"", ""object"": ""chat.completion"", ""created"": 1781077965, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 81, ""completion_tokens"": 6, ""total_tokens"": 87}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,ZNF24对PD-1的调控作用是什么？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3a26928976cc4eb4a8a25cd5a2606643"", ""object"": ""chat.completion"", ""created"": 1781077965, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 6, ""total_tokens"": 94}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,目前有哪些临床试验正在研究新辅助免疫治疗在胃癌患者中的应用？,胃癌,新辅助免疫治疗,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9e4fcd1c20f4417ab48e6fb26bafc5cd"", ""object"": ""chat.completion"", ""created"": 1781077965, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 6, ""total_tokens"": 95}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,非典型溶血尿毒综合征 补体抑制剂 疗程 停药 精准治疗 新型药物 综述/会议摘要 近3年,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-01c909d0d2a4498c8f9000192017a06d"", ""object"": ""chat.completion"", ""created"": 1781077965, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 105, ""completion_tokens"": 6, ""total_tokens"": 111}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,糖尿病,,,糖尿病,诊疗指南,"{""data"": {""result"": ""{\""topics\"":\""糖尿病\"",\""keywords\"":\""诊疗指南\""}""}, ""raw_openai"": {""id"": ""chatcmpl-5e6d6a8f64344668a3ecdc0539891063"", ""object"": ""chat.completion"", ""created"": 1781077965, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""糖尿病\"",\""keywords\"":\""诊疗指南\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 76, ""completion_tokens"": 10, ""total_tokens"": 86}}}","{""topics"": ""糖尿病"", ""keywords"": ""诊疗指南""}"
topic和keywords,膝关节骨性关节炎基础研究前沿热点有哪些,膝关节骨性关节炎,基础研究；前沿热点,膝关节骨性关节炎,"基础研究, 前沿热点","{""data"": {""result"": ""{\""topics\"":\""膝关节骨性关节炎\"",\""keywords\"":\""基础研究, 前沿热点\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8c5e3fcff62a4f68a728ff21ededb49d"", ""object"": ""chat.completion"", ""created"": 1781077966, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""膝关节骨性关节炎\"",\""keywords\"":\""基础研究, 前沿热点\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 82, ""completion_tokens"": 15, ""total_tokens"": 97}}}","{""topics"": ""膝关节骨性关节炎"", ""keywords"": ""基础研究, 前沿热点""}"
topic和keywords,CaSki细胞是否可以使用DMEM培养基进行培养,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-14d31045e6b246d6a933eee6b7593ebf"", ""object"": ""chat.completion"", ""created"": 1781077966, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 6, ""total_tokens"": 92}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,picc管能抽血吗,picc管,抽血,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c352c77964114060beb36b1fb5a9e3a0"", ""object"": ""chat.completion"", ""created"": 1781077966, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 81, ""completion_tokens"": 6, ""total_tokens"": 87}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,三维成像在右心室功能评估中存在哪些局限性？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-777d63e352ee4344ae3103c7541934a6"", ""object"": ""chat.completion"", ""created"": 1781077966, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 6, ""total_tokens"": 93}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,药源性帕金森综合征与帕金森病共存的临床特征、诊断及鉴别诊断策略,,,"药源性帕金森综合征, 帕金森病","临床特征, 诊断, 鉴别诊断, 策略","{""data"": {""result"": ""{\""topics\"":\""药源性帕金森综合征, 帕金森病\"",\""keywords\"":\""临床特征, 诊断, 鉴别诊断, 策略\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2e7d35a92abc478b852c0c88dcf230fd"", ""object"": ""chat.completion"", ""created"": 1781077967, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""药源性帕金森综合征, 帕金森病\"",\""keywords\"":\""临床特征, 诊断, 鉴别诊断, 策略\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 91, ""completion_tokens"": 27, ""total_tokens"": 118}}}","{""topics"": ""药源性帕金森综合征, 帕金森病"", ""keywords"": ""临床特征, 诊断, 鉴别诊断, 策略""}"
